DATE_NAME,GEOGRAPHY,GEOGRAPHY_NAME,GEOGRAPHY_CODE,C2021_ETH_20_NAME,OBS_VALUE
2021,650117143,Oldham,E08000004,White: Roma,549
2021,650117143,Oldham,E08000004,White: Other White,4978
2021,650117143,Oldham,E08000004,Other ethnic group: Arab,521
2021,650117143,Oldham,E08000004,Other ethnic group: Any other ethnic group,2770
2021,650117144,Rochdale,E08000005,"Asian, Asian British or Asian Welsh: Bangladeshi",5170
2021,650117144,Rochdale,E08000005,"Asian, Asian British or Asian Welsh: Chinese",867
2021,650117144,Rochdale,E08000005,"Asian, Asian British or Asian Welsh: Indian",1190
2021,650117144,Rochdale,E08000005,"Asian, Asian British or Asian Welsh: Pakistani",30525
2021,650117144,Rochdale,E08000005,"Asian, Asian British or Asian Welsh: Other Asian",3654
2021,650117144,Rochdale,E08000005,"Black, Black British, Black Welsh, Caribbean or African: African",6476
2021,650117144,Rochdale,E08000005,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",440
2021,650117144,Rochdale,E08000005,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1011
2021,650117144,Rochdale,E08000005,Mixed or Multiple ethnic groups: White and Asian,1736
2021,650117144,Rochdale,E08000005,Mixed or Multiple ethnic groups: White and Black African,1210
2021,650117144,Rochdale,E08000005,Mixed or Multiple ethnic groups: White and Black Caribbean,1303
2021,650117144,Rochdale,E08000005,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1035
2021,650117144,Rochdale,E08000005,"White: English, Welsh, Scottish, Northern Irish or British",156669
2021,650117144,Rochdale,E08000005,White: Irish,1735
2021,650117144,Rochdale,E08000005,White: Gypsy or Irish Traveller,194
2021,650117144,Rochdale,E08000005,White: Roma,163
2021,650117144,Rochdale,E08000005,White: Other White,6724
2021,650117144,Rochdale,E08000005,Other ethnic group: Arab,815
2021,650117144,Rochdale,E08000005,Other ethnic group: Any other ethnic group,2854
2021,650117145,Salford,E08000006,"Asian, Asian British or Asian Welsh: Bangladeshi",803
2021,650117145,Salford,E08000006,"Asian, Asian British or Asian Welsh: Chinese",3319
2021,650117145,Salford,E08000006,"Asian, Asian British or Asian Welsh: Indian",3744
2021,650117145,Salford,E08000006,"Asian, Asian British or Asian Welsh: Pakistani",4074
2021,650117145,Salford,E08000006,"Asian, Asian British or Asian Welsh: Other Asian",2998
2021,650117145,Salford,E08000006,"Black, Black British, Black Welsh, Caribbean or African: African",13477
2021,650117145,Salford,E08000006,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1338
2021,650117145,Salford,E08000006,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1658
2021,650117145,Salford,E08000006,Mixed or Multiple ethnic groups: White and Asian,1844
2021,650117145,Salford,E08000006,Mixed or Multiple ethnic groups: White and Black African,2098
2021,650117145,Salford,E08000006,Mixed or Multiple ethnic groups: White and Black Caribbean,2596
2021,650117145,Salford,E08000006,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1963
2021,650117145,Salford,E08000006,"White: English, Welsh, Scottish, Northern Irish or British",199614
2021,650117145,Salford,E08000006,White: Irish,2882
2021,650117145,Salford,E08000006,White: Gypsy or Irish Traveller,295
2021,650117145,Salford,E08000006,White: Roma,515
2021,650117145,Salford,E08000006,White: Other White,18942
2021,650117145,Salford,E08000006,Other ethnic group: Arab,3214
2021,650117145,Salford,E08000006,Other ethnic group: Any other ethnic group,4548
2021,650117153,Sefton,E08000014,"Asian, Asian British or Asian Welsh: Bangladeshi",423
2021,650117153,Sefton,E08000014,"Asian, Asian British or Asian Welsh: Chinese",1216
2021,650117153,Sefton,E08000014,"Asian, Asian British or Asian Welsh: Indian",1009
2021,650117153,Sefton,E08000014,"Asian, Asian British or Asian Welsh: Pakistani",262
2021,650117153,Sefton,E08000014,"Asian, Asian British or Asian Welsh: Other Asian",1384
2021,650117153,Sefton,E08000014,"Black, Black British, Black Welsh, Caribbean or African: African",1006
2021,650117153,Sefton,E08000014,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",308
2021,650117153,Sefton,E08000014,"Black, Black British, Black Welsh, Caribbean or African: Other Black",195
2021,650117153,Sefton,E08000014,Mixed or Multiple ethnic groups: White and Asian,1225
2021,650117153,Sefton,E08000014,Mixed or Multiple ethnic groups: White and Black African,821
2021,650117153,Sefton,E08000014,Mixed or Multiple ethnic groups: White and Black Caribbean,893
2021,650117153,Sefton,E08000014,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1117
2021,650117153,Sefton,E08000014,"White: English, Welsh, Scottish, Northern Irish or British",256327
2021,650117153,Sefton,E08000014,White: Irish,2241
2021,650117153,Sefton,E08000014,White: Gypsy or Irish Traveller,47
2021,650117153,Sefton,E08000014,White: Roma,220
2021,650117153,Sefton,E08000014,White: Other White,8705
2021,650117153,Sefton,E08000014,Other ethnic group: Arab,523
2021,650117153,Sefton,E08000014,Other ethnic group: Any other ethnic group,1311
2021,650117154,St. Helens,E08000013,"Asian, Asian British or Asian Welsh: Bangladeshi",172
2021,650117154,St. Helens,E08000013,"Asian, Asian British or Asian Welsh: Chinese",660
2021,650117154,St. Helens,E08000013,"Asian, Asian British or Asian Welsh: Indian",557
2021,650117154,St. Helens,E08000013,"Asian, Asian British or Asian Welsh: Pakistani",238
2021,650117154,St. Helens,E08000013,"Asian, Asian British or Asian Welsh: Other Asian",952
2021,650117154,St. Helens,E08000013,"Black, Black British, Black Welsh, Caribbean or African: African",558
2021,650117154,St. Helens,E08000013,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",103
2021,650117154,St. Helens,E08000013,"Black, Black British, Black Welsh, Caribbean or African: Other Black",115
2021,650117154,St. Helens,E08000013,Mixed or Multiple ethnic groups: White and Asian,597
2021,650117154,St. Helens,E08000013,Mixed or Multiple ethnic groups: White and Black African,417
2021,650117154,St. Helens,E08000013,Mixed or Multiple ethnic groups: White and Black Caribbean,466
2021,650117154,St. Helens,E08000013,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,491
